product_id,customer_id,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,purchase_month
2,2950.0,0.0,1.0,4.0,1.0,2.0,2.0,71.49,53.62,2.0
3,3120.0,1.0,1.0,2.0,1.0,2.0,3.0,2091.47,388.92,5.0
37,402.0,0.0,1.0,3.0,1.0,1.0,2.0,1793.43,248.82,10.0
88,3135.0,0.0,1.0,4.0,1.0,2.0,2.0,1198.46,381.1,8.0
78,787.0,1.0,1.0,5.0,1.0,2.0,3.0,1765.3,709.48,10.0
25,2339.0,1.0,1.0,5.0,2.0,2.0,2.0,1538.99,829.65,3.0
22,1542.0,1.0,1.0,6.0,1.0,2.0,2.0,60.34,45.26,4.0
15,2459.0,0.0,1.0,6.0,1.0,2.0,2.0,1292.84,13.44,7.0
67,1305.0,0.0,1.0,4.0,1.0,2.0,3.0,1071.23,380.74,8.0
12,3262.0,1.0,1.0,6.0,1.0,2.0,2.0,1231.15,161.6,8.0
5,1986.0,0.0,1.0,2.0,3.0,1.0,2.0,574.64,459.71,1.0
61,2783.0,1.0,1.0,3.0,1.0,1.0,2.0,71.16,56.93,1.0
35,1243.0,1.0,1.0,2.0,1.0,1.0,2.0,1057.51,154.4,2.0
16,2717.0,0.0,1.0,4.0,1.0,3.0,1.0,1661.92,1479.11,9.0
12,247.0,0.0,1.0,5.0,1.0,2.0,3.0,1765.3,709.48,6.0
3,2961.0,0.0,1.0,2.0,1.0,2.0,3.0,2091.47,388.92,10.0
79,2426.0,0.0,1.0,4.0,1.0,2.0,2.0,1555.58,818.01,4.0
33,1842.0,0.0,1.0,5.0,1.0,2.0,1.0,1311.44,1167.18,6.0
54,2268.0,1.0,1.0,6.0,1.0,2.0,2.0,1292.84,13.44,4.0
25,3002.0,1.0,1.0,5.0,2.0,2.0,2.0,1538.99,829.65,1.0
27,1582.0,0.0,1.0,2.0,1.0,2.0,2.0,499.53,388.72,10.0
37,595.0,1.0,1.0,3.0,1.0,1.0,2.0,1793.43,248.82,6.0
37,2001.0,1.0,1.0,3.0,1.0,1.0,2.0,1793.43,248.82,4.0
82,515.0,0.0,1.0,5.0,2.0,2.0,2.0,1538.99,829.65,10.0
89,2822.0,0.0,1.0,6.0,4.0,2.0,3.0,1362.99,57.74,6.0
